"","transmission","dispersal","nExtantDis","nPathogens","meanK","maxDistance","nEvents","colonySize","colonyNumber","pop","area","dens"
"364",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"365",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"366",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"367",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"368",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"369",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"370",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"371",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"372",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"373",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"374",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"375",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"376",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"377",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"378",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"379",0.1,0.01,2,2,19,100,1e+06,200,20,4000,5000,0.8
"380",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"381",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"382",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"383",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"384",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"385",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"386",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"387",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"388",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"389",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"390",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"391",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"392",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"393",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"394",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"395",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"396",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"397",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"398",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"399",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"400",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"401",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"402",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"403",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"404",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"405",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"406",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"407",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"408",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"409",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"410",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"411",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"412",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"413",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"414",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"415",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"416",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"417",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"418",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"419",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"420",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"421",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"422",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"423",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"424",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"425",0.2,0.01,2,2,19,100,1e+06,200,20,4000,5000,0.8
"426",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"427",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"428",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"429",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"430",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"431",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"432",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"433",0.1,0.01,2,2,19,100,1e+06,200,20,4000,5000,0.8
"434",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"435",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"436",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"437",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"438",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"439",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"440",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"441",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"442",0.1,0.01,2,2,19,100,1e+06,200,20,4000,5000,0.8
"443",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"444",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"445",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"446",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"447",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"448",0.1,0.01,2,2,19,100,1e+06,200,20,4000,5000,0.8
"449",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"450",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"451",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"452",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"453",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"454",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"455",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"456",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"457",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"458",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"459",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"460",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"461",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"462",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"463",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"464",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"465",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"466",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"467",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"468",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"469",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"470",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"471",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"472",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"473",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"474",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"475",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"476",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"477",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"478",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"479",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"480",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"481",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"482",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"483",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"484",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"485",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"486",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"487",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"488",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"489",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"490",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"491",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"492",0.3,0.01,2,2,19,100,1e+06,200,20,4000,5000,0.8
"493",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"494",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"495",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"496",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"497",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"498",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"499",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"500",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"501",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"502",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"503",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"504",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"505",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"506",0.2,0.01,2,2,19,100,1e+06,200,20,4000,5000,0.8
"507",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"508",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"509",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"510",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"511",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"512",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"513",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"514",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"515",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"516",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"517",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"518",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"519",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"520",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"521",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"522",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"523",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"524",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"525",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"526",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"527",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"528",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"529",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"530",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"531",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"532",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"533",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"534",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"535",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"536",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"537",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"538",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"539",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"540",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"541",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"542",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"543",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"544",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"545",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"546",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"547",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"548",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"549",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"550",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"551",0.2,0.01,2,2,19,100,1e+06,200,20,4000,5000,0.8
"552",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"553",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"554",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"555",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"556",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"557",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"558",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"559",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"560",0.2,0.01,2,2,19,100,1e+06,200,20,4000,5000,0.8
"561",0.3,0.01,2,2,19,100,1e+06,200,20,4000,5000,0.8
"562",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"563",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"564",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"565",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"566",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"567",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"568",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"569",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"570",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"571",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"572",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"573",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"574",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"575",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"576",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"577",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"578",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"579",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"580",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"581",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"582",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"583",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"584",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"585",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"586",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"587",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"588",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"589",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"590",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"591",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"592",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"593",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"594",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"595",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"596",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"597",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"598",0.1,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"599",0.2,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"600",0.3,0.01,1,2,19,100,1e+06,200,20,4000,5000,0.8
"601",0.1,0.01,1,2,19,100,1e+06,400,20,8000,10000,0.8
"602",0.2,0.01,1,2,18.6,100,1e+06,400,20,8000,10000,0.8
"603",0.3,0.01,1,2,18.6,100,1e+06,400,20,8000,10000,0.8
"604",0.1,0.01,1,2,18.9,100,1e+06,400,20,8000,10000,0.8
"605",0.2,0.01,1,2,18.5,100,1e+06,400,20,8000,10000,0.8
"606",0.3,0.01,1,2,18.8,100,1e+06,400,20,8000,10000,0.8
"607",0.1,0.01,1,2,18.5,100,1e+06,400,20,8000,10000,0.8
"608",0.2,0.01,1,2,18.9,100,1e+06,400,20,8000,10000,0.8
"609",0.3,0.01,1,2,17.5,100,1e+06,400,20,8000,10000,0.8
"610",0.1,0.01,1,2,18.3,100,1e+06,400,20,8000,10000,0.8
"611",0.2,0.01,1,2,19,100,1e+06,400,20,8000,10000,0.8
"612",0.3,0.01,1,2,18.4,100,1e+06,400,20,8000,10000,0.8
"613",0.1,0.01,1,2,18.6,100,1e+06,400,20,8000,10000,0.8
"614",0.2,0.01,1,2,17.9,100,1e+06,400,20,8000,10000,0.8
"615",0.3,0.01,1,2,19,100,1e+06,400,20,8000,10000,0.8
"616",0.1,0.01,1,2,18.6,100,1e+06,400,20,8000,10000,0.8
"617",0.2,0.01,1,2,18.5,100,1e+06,400,20,8000,10000,0.8
"618",0.3,0.01,1,2,18.3,100,1e+06,400,20,8000,10000,0.8
"619",0.1,0.01,1,2,18,100,1e+06,400,20,8000,10000,0.8
"620",0.2,0.01,1,2,17.8,100,1e+06,400,20,8000,10000,0.8
"621",0.3,0.01,2,2,18.4,100,1e+06,400,20,8000,10000,0.8
"622",0.1,0.01,1,2,18.5,100,1e+06,400,20,8000,10000,0.8
"623",0.2,0.01,1,2,18.5,100,1e+06,400,20,8000,10000,0.8
"624",0.3,0.01,1,2,17.9,100,1e+06,400,20,8000,10000,0.8
"625",0.1,0.01,1,2,18.9,100,1e+06,400,20,8000,10000,0.8
"626",0.2,0.01,1,2,18.4,100,1e+06,400,20,8000,10000,0.8
"627",0.3,0.01,1,2,18.2,100,1e+06,400,20,8000,10000,0.8
"628",0.1,0.01,1,2,18.4,100,1e+06,400,20,8000,10000,0.8
"629",0.2,0.01,1,2,18.6,100,1e+06,400,20,8000,10000,0.8
"630",0.3,0.01,1,2,18.5,100,1e+06,400,20,8000,10000,0.8
"631",0.1,0.01,1,2,19,100,1e+06,400,20,8000,10000,0.8
"632",0.2,0.01,1,2,18.6,100,1e+06,400,20,8000,10000,0.8
"633",0.3,0.01,1,2,18.7,100,1e+06,400,20,8000,10000,0.8
"634",0.1,0.01,1,2,18.5,100,1e+06,400,20,8000,10000,0.8
"635",0.2,0.01,1,2,18.6,100,1e+06,400,20,8000,10000,0.8
"636",0.3,0.01,2,2,18.5,100,1e+06,400,20,8000,10000,0.8
"637",0.1,0.01,1,2,18.8,100,1e+06,400,20,8000,10000,0.8
"638",0.2,0.01,1,2,18,100,1e+06,400,20,8000,10000,0.8
"639",0.3,0.01,1,2,18.7,100,1e+06,400,20,8000,10000,0.8
"640",0.1,0.01,1,2,18.6,100,1e+06,400,20,8000,10000,0.8
"641",0.2,0.01,1,2,18.4,100,1e+06,400,20,8000,10000,0.8
"642",0.3,0.01,1,2,18.9,100,1e+06,400,20,8000,10000,0.8
"643",0.1,0.01,1,2,17.3,100,1e+06,400,20,8000,10000,0.8
"644",0.2,0.01,1,2,17.9,100,1e+06,400,20,8000,10000,0.8
"645",0.3,0.01,1,2,18.6,100,1e+06,400,20,8000,10000,0.8
"646",0.1,0.01,1,2,18.5,100,1e+06,400,20,8000,10000,0.8
"647",0.2,0.01,1,2,18.2,100,1e+06,400,20,8000,10000,0.8
"648",0.3,0.01,1,2,18.8,100,1e+06,400,20,8000,10000,0.8
"649",0.1,0.01,1,2,18.9,100,1e+06,400,20,8000,10000,0.8
"650",0.2,0.01,1,2,18.1,100,1e+06,400,20,8000,10000,0.8
"651",0.3,0.01,1,2,18.9,100,1e+06,400,20,8000,10000,0.8
"652",0.1,0.01,1,2,18.8,100,1e+06,400,20,8000,10000,0.8
"653",0.2,0.01,1,2,18.6,100,1e+06,400,20,8000,10000,0.8
"654",0.3,0.01,2,2,18.5,100,1e+06,400,20,8000,10000,0.8
"655",0.1,0.01,1,2,18.4,100,1e+06,400,20,8000,10000,0.8
"656",0.2,0.01,1,2,18.6,100,1e+06,400,20,8000,10000,0.8
"657",0.3,0.01,1,2,18.5,100,1e+06,400,20,8000,10000,0.8
"658",0.1,0.01,1,2,19,100,1e+06,400,20,8000,10000,0.8
"659",0.2,0.01,1,2,18.3,100,1e+06,400,20,8000,10000,0.8
"660",0.3,0.01,2,2,18.9,100,1e+06,400,20,8000,10000,0.8
"661",0.1,0.01,1,2,18.7,100,1e+06,400,20,8000,10000,0.8
"662",0.2,0.01,1,2,18.5,100,1e+06,400,20,8000,10000,0.8
"663",0.3,0.01,1,2,19,100,1e+06,400,20,8000,10000,0.8
"664",0.1,0.01,1,2,18.3,100,1e+06,400,20,8000,10000,0.8
"665",0.2,0.01,1,2,18.6,100,1e+06,400,20,8000,10000,0.8
"666",0.3,0.01,1,2,18.6,100,1e+06,400,20,8000,10000,0.8
"667",0.1,0.01,1,2,18.8,100,1e+06,400,20,8000,10000,0.8
"668",0.2,0.01,1,2,18,100,1e+06,400,20,8000,10000,0.8
"669",0.3,0.01,1,2,18.4,100,1e+06,400,20,8000,10000,0.8
"670",0.1,0.01,1,2,18.9,100,1e+06,400,20,8000,10000,0.8
"671",0.2,0.01,1,2,18.3,100,1e+06,400,20,8000,10000,0.8
"672",0.3,0.01,1,2,18.1,100,1e+06,400,20,8000,10000,0.8
"673",0.1,0.01,1,2,18.2,100,1e+06,400,20,8000,10000,0.8
"674",0.2,0.01,1,2,18.7,100,1e+06,400,20,8000,10000,0.8
"675",0.3,0.01,1,2,17.8,100,1e+06,400,20,8000,10000,0.8
"676",0.1,0.01,1,2,18.6,100,1e+06,400,20,8000,10000,0.8
"677",0.2,0.01,1,2,18.3,100,1e+06,400,20,8000,10000,0.8
"678",0.3,0.01,1,2,18.7,100,1e+06,400,20,8000,10000,0.8
"679",0.1,0.01,1,2,18.1,100,1e+06,400,20,8000,10000,0.8
"680",0.2,0.01,1,2,18,100,1e+06,400,20,8000,10000,0.8
"681",0.3,0.01,1,2,18.9,100,1e+06,400,20,8000,10000,0.8
"682",0.1,0.01,1,2,18.6,100,1e+06,400,20,8000,10000,0.8
"683",0.2,0.01,1,2,18.9,100,1e+06,400,20,8000,10000,0.8
"684",0.3,0.01,1,2,18.6,100,1e+06,400,20,8000,10000,0.8
"685",0.1,0.01,1,2,18.7,100,1e+06,400,20,8000,10000,0.8
"686",0.2,0.01,1,2,18.9,100,1e+06,400,20,8000,10000,0.8
"687",0.3,0.01,1,2,17.9,100,1e+06,400,20,8000,10000,0.8
"688",0.1,0.01,1,2,18.4,100,1e+06,400,20,8000,10000,0.8
"689",0.2,0.01,1,2,18.2,100,1e+06,400,20,8000,10000,0.8
"690",0.3,0.01,1,2,18.7,100,1e+06,400,20,8000,10000,0.8
"691",0.1,0.01,1,2,18.5,100,1e+06,400,20,8000,10000,0.8
"692",0.2,0.01,1,2,18.9,100,1e+06,400,20,8000,10000,0.8
"693",0.3,0.01,1,2,18.5,100,1e+06,400,20,8000,10000,0.8
"694",0.1,0.01,1,2,18,100,1e+06,400,20,8000,10000,0.8
"695",0.2,0.01,1,2,18.7,100,1e+06,400,20,8000,10000,0.8
"696",0.3,0.01,1,2,18.3,100,1e+06,400,20,8000,10000,0.8
"697",0.1,0.01,1,2,18.5,100,1e+06,400,20,8000,10000,0.8
"698",0.2,0.01,1,2,18.4,100,1e+06,400,20,8000,10000,0.8
"699",0.3,0.01,1,2,18.9,100,1e+06,400,20,8000,10000,0.8
"700",0.1,0.01,1,2,18.2,100,1e+06,400,20,8000,10000,0.8
"701",0.2,0.01,1,2,17.7,100,1e+06,400,20,8000,10000,0.8
"702",0.3,0.01,1,2,19,100,1e+06,400,20,8000,10000,0.8
"703",0.1,0.01,2,2,18.7,100,1e+06,400,20,8000,10000,0.8
"704",0.2,0.01,1,2,18.4,100,1e+06,400,20,8000,10000,0.8
"705",0.3,0.01,1,2,18.3,100,1e+06,400,20,8000,10000,0.8
"706",0.1,0.01,1,2,18.3,100,1e+06,400,20,8000,10000,0.8
"707",0.2,0.01,1,2,18.7,100,1e+06,400,20,8000,10000,0.8
"708",0.3,0.01,1,2,19,100,1e+06,400,20,8000,10000,0.8
"709",0.1,0.01,1,2,18.3,100,1e+06,400,20,8000,10000,0.8
"710",0.2,0.01,1,2,17.8,100,1e+06,400,20,8000,10000,0.8
"711",0.3,0.01,1,2,18.9,100,1e+06,400,20,8000,10000,0.8
"712",0.1,0.01,1,2,18.9,100,1e+06,400,20,8000,10000,0.8
"713",0.2,0.01,1,2,18,100,1e+06,400,20,8000,10000,0.8
"714",0.3,0.01,1,2,18.2,100,1e+06,400,20,8000,10000,0.8
"715",0.1,0.01,1,2,18.9,100,1e+06,400,20,8000,10000,0.8
"716",0.2,0.01,1,2,18.1,100,1e+06,400,20,8000,10000,0.8
"717",0.3,0.01,1,2,18.6,100,1e+06,400,20,8000,10000,0.8
"718",0.1,0.01,1,2,18.7,100,1e+06,400,20,8000,10000,0.8
"719",0.2,0.01,1,2,18.6,100,1e+06,400,20,8000,10000,0.8
"720",0.3,0.01,1,2,18.7,100,1e+06,400,20,8000,10000,0.8
"721",0.1,0.01,1,2,18.9,100,1e+06,400,20,8000,10000,0.8
"722",0.2,0.01,1,2,19,100,1e+06,400,20,8000,10000,0.8
"723",0.3,0.01,1,2,17.8,100,1e+06,400,20,8000,10000,0.8
"724",0.1,0.01,1,2,18.4,100,1e+06,400,20,8000,10000,0.8
