"","transmission","dispersal","nExtantDis","nPathogens","meanK","maxDistance","nEvents","colonySize","colonyNumber","pop","area","dens","invadeTime","longenough","extinctionTime","totalTime","survivalTime"
"362",0.2,0.01,1,2,13,100,1.4e+06,400,20,8000,2e+04,0.4,353.928665289245,TRUE,355.163008231198,791.795392738469,1.23434294195238
"363",0.3,0.01,1,2,15.1,100,1.4e+06,400,20,8000,2e+04,0.4,340.877404427063,TRUE,341.988943214892,792.250608582368,1.11153878782869
"364",0.1,0.01,1,2,15.3,100,1.4e+06,400,20,8000,2e+04,0.4,381.509786955518,TRUE,382.842318026227,949.766346372615,1.33253107070897
"365",0.2,0.01,1,2,14.7,100,1.4e+06,400,20,8000,2e+04,0.4,331.936901455923,TRUE,333.093898459633,757.865311813232,1.1569970037101
"366",0.3,0.01,1,2,14,100,1.4e+06,400,20,8000,2e+04,0.4,369.568379967302,TRUE,370.867916018856,882.998843728546,1.2995360515535
"367",0.1,0.01,1,2,15.5,100,1.4e+06,400,20,8000,2e+04,0.4,355.289450115288,TRUE,356.553742937609,826.433147099455,1.26429282232152
"368",0.2,0.01,1,2,13.9,100,1.4e+06,400,20,8000,2e+04,0.4,358.630617215434,TRUE,359.899965549443,832.714549383291,1.2693483340089
"369",0.3,0.01,1,2,9.3,100,1.4e+06,400,20,8000,2e+04,0.4,329.565874597168,TRUE,330.649706420591,755.694453985818,1.083831823423
"370",0.1,0.01,1,2,12,100,1.4e+06,400,20,8000,2e+04,0.4,361.038867854233,TRUE,362.207710245811,835.934832214449,1.16884239157878
"371",0.2,0.01,1,2,15.4,100,1.4e+06,400,20,8000,2e+04,0.4,370.056920988531,TRUE,371.318258532363,828.384697195825,1.26133754383142
"372",0.3,0.01,2,2,15.3,100,1.4e+06,400,20,8000,2e+04,0.4,336.957495711487,TRUE,338.016853893427,747.903786149396,1.05935818194018
"373",0.1,0.01,1,2,13.3,100,1.4e+06,400,20,8000,2e+04,0.4,334.25975397266,TRUE,335.320222119234,782.815966257758,1.06046814657367
"374",0.2,0.01,1,2,14.3,100,1.4e+06,400,20,8000,2e+04,0.4,359.74599493077,TRUE,360.997310847194,854.791124780563,1.25131591642446
"375",0.3,0.01,1,2,13.9,100,1.4e+06,400,20,8000,2e+04,0.4,372.568309601198,TRUE,373.805800382226,922.450466462991,1.23749078102759
"376",0.1,0.01,1,2,13.3,100,1.4e+06,400,20,8000,2e+04,0.4,358.024904119766,TRUE,359.22047453415,858.79972453494,1.19557041438361
"377",0.2,0.01,1,2,13.9,100,1.4e+06,400,20,8000,2e+04,0.4,349.649511350474,TRUE,350.865487346803,858.684576748026,1.21597599632889
"378",0.3,0.01,1,2,14.9,100,1.4e+06,400,20,8000,2e+04,0.4,357.776309606781,TRUE,359.108812628135,900.827389794613,1.33250302135423
"379",0.1,0.01,1,2,12.4,100,1.4e+06,400,20,8000,2e+04,0.4,385.919654053983,TRUE,387.203444650566,903.507744332119,1.28379059658283
"380",0.2,0.01,1,2,16.1,100,1.4e+06,400,20,8000,2e+04,0.4,357.664014874811,TRUE,358.847130730947,869.744745942343,1.18311585613554
"381",0.3,0.01,1,2,14.6,100,1.4e+06,400,20,8000,2e+04,0.4,349.106556719781,TRUE,350.242025398248,800.998127633149,1.13546867846719
"382",0.1,0.01,1,2,15,100,1.4e+06,400,20,8000,2e+04,0.4,374.1289036893,TRUE,375.424101413721,908.334908890796,1.29519772442137
"383",0.2,0.01,1,2,14,100,1.4e+06,400,20,8000,2e+04,0.4,343.972925735196,TRUE,345.058922443347,796.183581420009,1.08599670815153
"384",0.3,0.01,2,2,14.1,100,1.4e+06,400,20,8000,2e+04,0.4,359.921325087994,TRUE,361.154732310548,845.549850633305,1.23340722255386
"385",0.1,0.01,2,2,14.1,100,1.4e+06,400,20,8000,2e+04,0.4,351.784041711631,TRUE,352.937987580288,778.227954897019,1.15394586865744
"386",0.2,0.01,1,2,13,100,1.4e+06,400,20,8000,2e+04,0.4,385.41762484066,TRUE,386.694558105777,871.223176301001,1.27693326511701
"387",0.3,0.01,1,2,14.7,100,1.4e+06,400,20,8000,2e+04,0.4,376.071744847915,TRUE,377.377445394704,901.65522363093,1.30570054678964
"388",0.1,0.01,1,2,17.9,100,1.4e+06,400,20,8000,2e+04,0.4,355.211064888954,TRUE,356.4125911546,803.198609203039,1.2015262656455
"389",0.2,0.01,1,2,13.9,100,1.4e+06,400,20,8000,2e+04,0.4,358.344169834527,TRUE,359.570734241511,856.379316790479,1.22656440698387
"390",0.3,0.01,1,2,11.2,100,1.4e+06,400,20,8000,2e+04,0.4,326.758123103431,TRUE,327.796697248208,754.640805266181,1.0385741447767
"391",0.1,0.01,1,2,16.2,100,1.4e+06,400,20,8000,2e+04,0.4,405.625837483081,TRUE,407.087669932342,953.136563714179,1.46183244926095
"392",0.2,0.01,1,2,13,100,1.4e+06,400,20,8000,2e+04,0.4,395.810318132454,TRUE,397.114378056214,891.145388405368,1.30405992376018
"393",0.3,0.01,1,2,15,100,1.4e+06,400,20,8000,2e+04,0.4,363.096940468939,TRUE,364.471451179561,896.194562146082,1.37451071062219
"394",0.1,0.01,1,2,15,100,1.4e+06,400,20,8000,2e+04,0.4,333.829681036193,TRUE,334.889761161334,774.831297770453,1.06008012514076
"395",0.2,0.01,1,2,11.7,100,1.4e+06,400,20,8000,2e+04,0.4,370.999737595694,TRUE,372.236149696522,883.032582544267,1.23641210082872
"396",0.3,0.01,1,2,15.5,100,1.4e+06,400,20,8000,2e+04,0.4,332.90800237948,TRUE,334.017650941163,746.935244883237,1.10964856168283
"397",0.1,0.01,1,2,13.3,100,1.4e+06,400,20,8000,2e+04,0.4,380.209735533351,TRUE,381.485918567974,884.891570336727,1.27618303462259
"398",0.2,0.01,1,2,12.9,100,1.4e+06,400,20,8000,2e+04,0.4,365.949861569162,TRUE,367.223230580904,846.973151431318,1.2733690117422
"399",0.3,0.01,1,2,15.2,100,1.4e+06,400,20,8000,2e+04,0.4,348.715077635999,TRUE,349.938771791649,844.954916347025,1.22369415565032
"400",0.1,0.01,2,2,13.5,100,1.4e+06,400,20,8000,2e+04,0.4,403.271146358933,TRUE,404.636914112087,928.602551505227,1.36576775315444
"401",0.2,0.01,1,2,16,100,1.4e+06,400,20,8000,2e+04,0.4,345.789257853902,TRUE,346.968250098152,823.486251560077,1.17899224424968
"402",0.3,0.01,1,2,14.6,100,1.4e+06,400,20,8000,2e+04,0.4,368.299264850017,TRUE,369.57997756277,907.689499107139,1.28071271275292
"403",0.1,0.01,1,2,16.6,100,1.4e+06,400,20,8000,2e+04,0.4,352.28518167239,TRUE,353.49301178948,848.893844032016,1.20783011708966
"404",0.2,0.01,2,2,12.1,100,1.4e+06,400,20,8000,2e+04,0.4,352.572667753955,TRUE,353.749272667432,814.261165611374,1.17660491347664
"405",0.3,0.01,1,2,13.2,100,1.4e+06,400,20,8000,2e+04,0.4,349.587934102992,TRUE,350.73464839503,820.839215162535,1.14671429203787
"406",0.1,0.01,1,2,15.1,100,1.4e+06,400,20,8000,2e+04,0.4,380.393456745264,TRUE,381.654607914141,895.361770540089,1.26115116887678
"407",0.2,0.01,1,2,11.6,100,1.4e+06,400,20,8000,2e+04,0.4,325.850945155003,TRUE,326.890824390541,764.002844894059,1.03987923553751
"408",0.3,0.01,1,2,12.5,100,1.4e+06,400,20,8000,2e+04,0.4,371.333657863855,TRUE,372.564723600408,870.196967563885,1.23106573655309
"409",0.1,0.01,1,2,12.8,100,1.4e+06,400,20,8000,2e+04,0.4,345.332179308258,TRUE,346.508050638928,810.339748178845,1.17587133067053
"410",0.2,0.01,1,2,15.4,100,1.4e+06,400,20,8000,2e+04,0.4,364.503298853392,TRUE,365.739711997419,886.748239981944,1.2364131440271
"411",0.3,0.01,1,2,15,100,1.4e+06,400,20,8000,2e+04,0.4,349.279494811317,TRUE,350.358247160314,791.230895707871,1.07875234899626
"412",0.1,0.01,1,2,14.1,100,1.4e+06,400,20,8000,2e+04,0.4,353.750643818025,TRUE,354.951269730499,867.595938461842,1.20062591247387
"413",0.2,0.01,1,2,16.2,100,1.4e+06,400,20,8000,2e+04,0.4,360.184083207481,TRUE,361.431489043923,859.783851521195,1.2474058364416
"414",0.3,0.01,1,2,13.8,100,1.4e+06,400,20,8000,2e+04,0.4,346.452238730353,TRUE,347.724912106494,810.34738200103,1.27267337614131
"415",0.1,0.01,1,2,13.9,100,1.4e+06,400,20,8000,2e+04,0.4,370.301049566559,TRUE,371.548318578787,935.917005662844,1.24726901222772
"416",0.2,0.01,1,2,14.9,100,1.4e+06,400,20,8000,2e+04,0.4,337.587793136001,TRUE,338.767807888132,838.610624254839,1.18001475213094
"417",0.3,0.01,1,2,14.3,100,1.4e+06,400,20,8000,2e+04,0.4,343.257240761516,TRUE,344.408402164369,804.559405489712,1.15116140285301
"418",0.1,0.01,1,2,16.2,100,1.4e+06,400,20,8000,2e+04,0.4,326.208364470526,TRUE,327.376816190518,831.744368382487,1.16845171999211
"419",0.2,0.01,1,2,13.8,100,1.4e+06,400,20,8000,2e+04,0.4,367.671970746629,TRUE,368.942025748151,870.17077457759,1.27005500152165
"420",0.3,0.01,1,2,13.8,100,1.4e+06,400,20,8000,2e+04,0.4,398.211558121933,TRUE,399.585620713453,917.453812960592,1.37406259151999
"421",0.1,0.01,1,2,13,100,1.4e+06,400,20,8000,2e+04,0.4,329.877017796742,TRUE,331.066898894056,812.084599491744,1.18988109731362
"422",0.2,0.01,1,2,15.1,100,1.4e+06,400,20,8000,2e+04,0.4,354.108295295766,TRUE,355.271692965005,781.689855938301,1.16339766923926
"423",0.3,0.01,1,2,13.1,100,1.4e+06,400,20,8000,2e+04,0.4,355.0600474364,TRUE,356.254466516276,848.406898519934,1.19441907987527
"424",0.1,0.01,1,2,13.6,100,1.4e+06,400,20,8000,2e+04,0.4,361.369544011586,TRUE,362.582259035993,882.545069656923,1.21271502440743
"425",0.2,0.01,1,2,15.1,100,1.4e+06,400,20,8000,2e+04,0.4,360.283879464713,TRUE,361.522655127829,823.744519122591,1.2387756631162
"426",0.3,0.01,1,2,14,100,1.4e+06,400,20,8000,2e+04,0.4,361.528928874283,TRUE,362.778297537003,861.199713450472,1.2493686627202
"427",0.1,0.01,1,2,15.1,100,1.4e+06,400,20,8000,2e+04,0.4,365.893318445218,TRUE,367.126340025772,877.026076682739,1.23302158055458
"428",0.2,0.01,1,2,11.8,100,1.4e+06,400,20,8000,2e+04,0.4,367.284026801389,TRUE,368.517848858464,861.724628254464,1.23382205707537
"429",0.3,0.01,1,2,13.2,100,1.4e+06,400,20,8000,2e+04,0.4,356.59455974279,TRUE,357.816548999773,880.750594110482,1.22198925698234
"430",0.1,0.01,1,2,15.9,100,1.4e+06,400,20,8000,2e+04,0.4,361.38815944739,TRUE,362.633705323641,855.866891222905,1.24554587625073
"431",0.2,0.01,1,2,15.4,100,1.4e+06,400,20,8000,2e+04,0.4,366.120622779265,TRUE,367.370599353183,882.227194813945,1.24997657391754
"432",0.3,0.01,1,2,13.4,100,1.4e+06,400,20,8000,2e+04,0.4,369.275077056734,TRUE,370.537155944223,913.118744958384,1.26207888748814
"433",0.1,0.01,1,2,12.4,100,1.4e+06,400,20,8000,2e+04,0.4,375.040922990055,TRUE,376.390141870041,867.553044267041,1.34921887998632
"434",0.2,0.01,1,2,15.7,100,1.4e+06,400,20,8000,2e+04,0.4,369.342865448382,TRUE,370.604017217991,869.28805415588,1.26115176960946
"435",0.3,0.01,1,2,13.1,100,1.4e+06,400,20,8000,2e+04,0.4,340.698833434016,TRUE,341.824436693133,815.392796997694,1.12560325911704
"436",0.1,0.01,1,2,13.5,100,1.4e+06,400,20,8000,2e+04,0.4,373.560855283274,TRUE,374.832344305429,897.375794871154,1.27148902215527
"437",0.2,0.01,1,2,15.4,100,1.4e+06,400,20,8000,2e+04,0.4,373.081489890432,TRUE,374.403941701381,876.912594983876,1.32245181094913
"438",0.3,0.01,1,2,11.8,100,1.4e+06,400,20,8000,2e+04,0.4,374.029231482528,TRUE,375.357633770169,934.795965614433,1.32840228764138
"439",0.1,0.01,1,2,14.9,100,1.4e+06,400,20,8000,2e+04,0.4,351.756828108541,TRUE,352.916391554525,823.622706358801,1.1595634459847
"440",0.2,0.01,1,2,15,100,1.4e+06,400,20,8000,2e+04,0.4,332.356142023133,TRUE,333.528949738659,793.189001134686,1.17280771552572
"441",0.3,0.01,1,2,14.5,100,1.4e+06,400,20,8000,2e+04,0.4,367.725191641715,TRUE,369.002980679972,860.932398788449,1.27778903825737
"442",0.1,0.01,1,2,15.1,100,1.4e+06,400,20,8000,2e+04,0.4,330.98792333475,TRUE,332.174880962589,801.05090123969,1.18695762783898
"443",0.2,0.01,1,2,14.8,100,1.4e+06,400,20,8000,2e+04,0.4,338.607034090421,TRUE,339.62870466074,772.849746012236,1.0216705703196
"444",0.3,0.01,1,2,13.7,100,1.4e+06,400,20,8000,2e+04,0.4,353.91271143681,TRUE,355.089724649481,862.446744548855,1.17701321267094
"445",0.1,0.01,1,2,15.6,100,1.4e+06,400,20,8000,2e+04,0.4,387.265107931134,TRUE,388.570755767949,887.152664258085,1.30564783681467
"446",0.2,0.01,1,2,12.7,100,1.4e+06,400,20,8000,2e+04,0.4,386.811773681965,TRUE,388.101560270259,944.754812627389,1.28978658829402
"447",0.3,0.01,1,2,14.2,100,1.4e+06,400,20,8000,2e+04,0.4,352.820094181998,TRUE,353.997339031704,835.350544532126,1.1772448497058
"448",0.1,0.01,1,2,14.3,100,1.4e+06,400,20,8000,2e+04,0.4,328.83639591865,TRUE,329.983799385641,778.69743571244,1.14740346699074
"449",0.2,0.01,1,2,14,100,1.4e+06,400,20,8000,2e+04,0.4,337.168724515253,TRUE,338.285728185046,820.945264308011,1.11700366979261
"450",0.3,0.01,1,2,15.3,100,1.4e+06,400,20,8000,2e+04,0.4,358.664152286396,TRUE,359.946198717877,880.103866860596,1.28204643148041
"451",0.1,0.01,1,2,15.7,100,1.4e+06,400,20,8000,2e+04,0.4,350.314667577067,TRUE,351.471822598824,811.771226418665,1.15715502175686
"452",0.2,0.01,1,2,15.4,100,1.4e+06,400,20,8000,2e+04,0.4,367.438192662577,TRUE,368.668788559131,852.481450312796,1.2305958965535
"453",0.3,0.01,1,2,13.3,100,1.4e+06,400,20,8000,2e+04,0.4,347.763935890177,TRUE,348.923050790264,813.451763714413,1.15911490008614
"454",0.1,0.01,1,2,15.5,100,1.4e+06,400,20,8000,2e+04,0.4,370.856032106265,TRUE,372.161548182911,895.7533090113,1.30551607664586
"455",0.2,0.01,1,2,13.2,100,1.4e+06,400,20,8000,2e+04,0.4,367.809862437571,TRUE,369.090945288019,867.837473042109,1.2810828504476
"456",0.3,0.01,1,2,14.6,100,1.4e+06,400,20,8000,2e+04,0.4,346.258862228063,TRUE,347.389485112162,795.429322158349,1.13062288409861
"457",0.1,0.01,1,2,15.1,100,1.4e+06,400,20,8000,2e+04,0.4,356.212903029861,TRUE,357.440677226753,838.555456078464,1.22777419689248
"458",0.2,0.01,1,2,13.3,100,1.4e+06,400,20,8000,2e+04,0.4,368.800966985565,TRUE,370.141435141611,915.460774441256,1.3404681560454
"459",0.3,0.01,1,2,13.3,100,1.4e+06,400,20,8000,2e+04,0.4,399.983416615064,TRUE,401.458969940407,1069.9867186806,1.4755533253425
"460",0.1,0.01,1,2,12.7,100,1.4e+06,400,20,8000,2e+04,0.4,367.081313017215,TRUE,368.305431767236,861.72198224002,1.22411875002064
"461",0.2,0.01,1,2,16.4,100,1.4e+06,400,20,8000,2e+04,0.4,400.274433351915,TRUE,401.694311847262,926.412324564106,1.4198784953474
"462",0.3,0.01,2,2,15.8,100,1.4e+06,400,20,8000,2e+04,0.4,350.041594958369,TRUE,351.168418472372,793.269389083922,1.12682351400269
"463",0.1,0.01,1,2,15.3,100,1.4e+06,400,20,8000,2e+04,0.4,325.52900985882,TRUE,326.565381097838,763.946192217855,1.03637123901814
"464",0.2,0.01,1,2,15,100,1.4e+06,400,20,8000,2e+04,0.4,390.544889659429,TRUE,391.923471068354,928.529113433322,1.37858140892473
"465",0.3,0.01,1,2,14.1,100,1.4e+06,400,20,8000,2e+04,0.4,347.963696968616,TRUE,349.084786720741,783.165526983306,1.12108975212521
"466",0.1,0.01,1,2,13.6,100,1.4e+06,400,20,8000,2e+04,0.4,372.959406659322,TRUE,374.240033118171,868.889897138461,1.28062645884961
"467",0.2,0.01,2,2,11.6,100,1.4e+06,400,20,8000,2e+04,0.4,349.311269787234,TRUE,350.490298834633,809.068495823216,1.17902904739964
"468",0.3,0.01,1,2,14.5,100,1.4e+06,400,20,8000,2e+04,0.4,347.681049910878,TRUE,348.891920538628,840.455522750116,1.21087062774905
"469",0.1,0.01,1,2,15.2,100,1.4e+06,400,20,8000,2e+04,0.4,338.623985054926,TRUE,339.739042376878,801.613177991196,1.11505732195184
"470",0.2,0.01,1,2,14.1,100,1.4e+06,400,20,8000,2e+04,0.4,363.51948294575,TRUE,364.728045209252,842.688381400564,1.2085622635023
"471",0.3,0.01,1,2,13.5,100,1.4e+06,400,20,8000,2e+04,0.4,351.704324317914,TRUE,352.916875319619,839.322764240798,1.21255100170566
"472",0.1,0.01,1,2,13.9,100,1.4e+06,400,20,8000,2e+04,0.4,356.026783744176,TRUE,357.260991311136,933.333764784845,1.23420756696009
"473",0.2,0.01,1,2,11.6,100,1.4e+06,400,20,8000,2e+04,0.4,343.236546216966,TRUE,344.401295426553,775.419009962272,1.16474920958734
"474",0.3,0.01,1,2,13.3,100,1.4e+06,400,20,8000,2e+04,0.4,386.29970389176,TRUE,387.600095869708,949.864761562161,1.30039197794787
"475",0.1,0.01,1,2,14.8,100,1.4e+06,400,20,8000,2e+04,0.4,354.382109978906,TRUE,355.567517868571,827.645295776332,1.18540788966516
"476",0.2,0.01,2,2,13,100,1.4e+06,400,20,8000,2e+04,0.4,338.898386618738,TRUE,339.962280877483,788.580379888341,1.06389425874454
"477",0.3,0.01,1,2,15.3,100,1.4e+06,400,20,8000,2e+04,0.4,383.665197688164,TRUE,384.92331006275,899.888888323036,1.25811237458566
"478",0.1,0.01,1,2,14.9,100,1.4e+06,400,20,8000,2e+04,0.4,358.64655224245,TRUE,359.950007839164,899.282954181947,1.30345559671412
"479",0.2,0.01,1,2,14.1,100,1.4e+06,400,20,8000,2e+04,0.4,380.848522002541,TRUE,382.22038404495,912.216248964582,1.37186204240908
"480",0.3,0.01,1,2,11,100,1.4e+06,400,20,8000,2e+04,0.4,371.569124163856,TRUE,372.876285254361,892.458099336554,1.30716109050525
"481",0.1,0.01,1,2,16.4,100,1.4e+06,400,20,8000,2e+04,0.4,361.904968278395,TRUE,363.116612573423,819.202138728229,1.21164429502755
"482",0.2,0.01,1,2,12,100,1.4e+06,400,20,8000,2e+04,0.4,348.844210082273,TRUE,350.114497853617,834.118907332665,1.27028777134342
"483",0.3,0.01,2,2,14.8,100,1.4e+06,400,20,8000,2e+04,0.4,370.025997773364,TRUE,371.21816268592,889.378471464152,1.19216491255611
"484",0.1,0.01,1,2,14.2,100,1.4e+06,400,20,8000,2e+04,0.4,368.736748866748,TRUE,369.969933308568,845.22891195005,1.2331844418199
"485",0.2,0.01,1,2,16.2,100,1.4e+06,400,20,8000,2e+04,0.4,362.379282875218,TRUE,363.588750149851,852.329761693574,1.2094672746328
"486",0.3,0.01,1,2,15.5,100,1.4e+06,400,20,8000,2e+04,0.4,354.255989343904,TRUE,355.449278953826,830.586336278126,1.19328960992192
"487",0.1,0.01,1,2,15.1,100,1.4e+06,400,20,8000,2e+04,0.4,354.10882295004,TRUE,355.275125996332,845.684123969165,1.16630304629172
"488",0.2,0.01,1,2,15.8,100,1.4e+06,400,20,8000,2e+04,0.4,345.248139969252,TRUE,346.355850803255,785.882873189444,1.10771083400306
"489",0.3,0.01,1,2,17,100,1.4e+06,400,20,8000,2e+04,0.4,351.920115511993,TRUE,353.111592686892,839.902697298836,1.19147717489938
"490",0.1,0.01,2,2,13.8,100,1.4e+06,400,20,8000,2e+04,0.4,346.867248668081,TRUE,348.076595022694,817.443363486461,1.20934635461322
"491",0.2,0.01,1,2,16,100,1.4e+06,400,20,8000,2e+04,0.4,350.964702712641,TRUE,352.129847921135,817.146908169763,1.16514520849347
"492",0.3,0.01,1,2,13.3,100,1.4e+06,400,20,8000,2e+04,0.4,379.025958582853,TRUE,380.302853643397,886.369758572438,1.27689506054395
"493",0.1,0.01,1,2,15.4,100,1.4e+06,400,20,8000,2e+04,0.4,366.0676921776,TRUE,367.299495740814,848.863067146201,1.23180356321399
"494",0.2,0.01,1,2,13.1,100,1.4e+06,400,20,8000,2e+04,0.4,378.490890300308,TRUE,379.835507177389,913.479884083848,1.34461687708063
"495",0.3,0.01,1,2,12.8,100,1.4e+06,400,20,8000,2e+04,0.4,343.409148202732,TRUE,344.627346149406,848.944854514163,1.21819794667408
"496",0.1,0.01,1,2,13.7,100,1.4e+06,400,20,8000,2e+04,0.4,352.379396088763,TRUE,353.595298003454,832.602748592397,1.21590191469033
"497",0.2,0.01,1,2,14.2,100,1.4e+06,400,20,8000,2e+04,0.4,350.490602695592,TRUE,351.622210560553,813.797693869356,1.13160786496098
"498",0.3,0.01,1,2,14.5,100,1.4e+06,400,20,8000,2e+04,0.4,342.612948661056,TRUE,343.732109223406,794.722284542935,1.1191605623498
"499",0.1,0.01,1,2,15,100,1.4e+06,400,20,8000,2e+04,0.4,318.264245876402,TRUE,319.310551407166,748.328013484949,1.0463055307643
"500",0.2,0.01,1,2,16.3,100,1.4e+06,400,20,8000,2e+04,0.4,377.473781155917,TRUE,378.728547274926,891.635539482781,1.25476611900899
"501",0.3,0.01,1,2,14.1,100,1.4e+06,400,20,8000,2e+04,0.4,361.859191292071,TRUE,363.045570466682,839.50542592581,1.18637917461166
"502",0.1,0.01,1,2,15.2,100,1.4e+06,400,20,8000,2e+04,0.4,379.309318687495,TRUE,380.50469302236,864.021628168038,1.19537433486482
"503",0.2,0.01,1,2,13.6,100,1.4e+06,400,20,8000,2e+04,0.4,358.359238898997,TRUE,359.616786230511,836.153213616103,1.25754733151479
"504",0.3,0.01,1,2,13.6,100,1.4e+06,400,20,8000,2e+04,0.4,340.792079869078,TRUE,341.96882564433,815.761046016061,1.17674577525179
"505",0.1,0.01,1,2,13.8,100,1.4e+06,400,20,8000,2e+04,0.4,376.664277563059,TRUE,378.000430501006,903.051179959862,1.33615293794725
"506",0.2,0.01,2,2,12.8,100,1.4e+06,400,20,8000,2e+04,0.4,329.869622664939,TRUE,330.927266300056,743.903438148455,1.05764363511776
"507",0.3,0.01,1,2,15.4,100,1.4e+06,400,20,8000,2e+04,0.4,372.576713765378,TRUE,373.857637738934,900.40500255821,1.28092397355624
"508",0.1,0.01,1,2,14.7,100,1.4e+06,400,20,8000,2e+04,0.4,360.588213724162,TRUE,361.775949535244,836.878463900642,1.18773581108178
"509",0.2,0.01,1,2,15,100,1.4e+06,400,20,8000,2e+04,0.4,367.367298651521,TRUE,368.642401868385,847.983097211758,1.27510321686407
"510",0.3,0.01,1,2,14.9,100,1.4e+06,400,20,8000,2e+04,0.4,394.935285882551,TRUE,396.311586784193,939.18272428727,1.37630090164254
"511",0.1,0.01,1,2,13.7,100,1.4e+06,400,20,8000,2e+04,0.4,375.095420340229,TRUE,376.40323210583,919.905014175588,1.307811765601
"512",0.2,0.01,1,2,16.4,100,1.4e+06,400,20,8000,2e+04,0.4,344.774027726331,TRUE,345.951448863568,783.937514220973,1.17742113723671
"513",0.3,0.01,1,2,15.4,100,1.4e+06,400,20,8000,2e+04,0.4,358.198800625774,TRUE,359.449945054278,808.638121237838,1.25114442850412
"514",0.1,0.01,1,2,15.1,100,1.4e+06,400,20,8000,2e+04,0.4,330.61085364371,TRUE,331.773984122735,793.62137663901,1.16313047902491
"515",0.2,0.01,1,2,13.8,100,1.4e+06,400,20,8000,2e+04,0.4,314.248590792847,TRUE,315.331270704666,707.993314284524,1.08267991181839
"516",0.3,0.01,1,2,15.6,100,1.4e+06,400,20,8000,2e+04,0.4,369.529577111142,TRUE,370.815562678122,882.886097678606,1.28598556698057
"517",0.1,0.01,1,2,14.1,100,1.4e+06,400,20,8000,2e+04,0.4,342.96455243601,TRUE,344.12098562352,818.674780485605,1.15643318751012
"518",0.2,0.01,1,2,15.9,100,1.4e+06,400,20,8000,2e+04,0.4,329.212058815824,TRUE,330.411426112153,813.386614125037,1.19936729632951
"519",0.3,0.01,1,2,14.8,100,1.4e+06,400,20,8000,2e+04,0.4,362.789987007424,TRUE,363.991954722095,911.330830361894,1.20196771467039
"520",0.1,0.01,1,2,12.7,100,1.4e+06,400,20,8000,2e+04,0.4,343.083763099659,TRUE,344.242106537276,836.929457995742,1.15834343761634
"521",0.2,0.01,2,2,14.8,100,1.4e+06,400,20,8000,2e+04,0.4,361.362106084043,TRUE,362.611866603205,838.729020470412,1.24976051916224
"522",0.3,0.01,1,2,14.6,100,1.4e+06,400,20,8000,2e+04,0.4,358.817437589704,TRUE,359.942590711312,829.124822734838,1.12515312160798
"523",0.1,0.01,1,2,14.7,100,1.4e+06,400,20,8000,2e+04,0.4,372.893494537662,TRUE,374.123236078975,866.75806075682,1.22974154131344
"524",0.2,0.01,1,2,14.3,100,1.4e+06,400,20,8000,2e+04,0.4,328.779780987165,TRUE,329.931944883815,772.320421828491,1.15216389664931
"525",0.3,0.01,1,2,14.8,100,1.4e+06,400,20,8000,2e+04,0.4,326.949805441788,TRUE,328.048318325791,754.343173073761,1.09851288400296
"526",0.1,0.01,1,2,13.6,100,1.4e+06,400,20,8000,2e+04,0.4,387.95073356881,TRUE,389.281122166231,923.851074272827,1.33038859742067
"527",0.2,0.01,1,2,16.7,100,1.4e+06,400,20,8000,2e+04,0.4,358.941412166128,TRUE,360.150357253928,851.488779585292,1.20894508779924
"528",0.3,0.01,1,2,15.4,100,1.4e+06,400,20,8000,2e+04,0.4,381.491976979068,TRUE,382.770614330454,937.812042526805,1.27863735138516
"529",0.1,0.01,1,2,15.3,100,1.4e+06,400,20,8000,2e+04,0.4,336.205671631211,TRUE,337.361050172151,801.155718150249,1.15537854093969
"530",0.2,0.01,2,2,14.5,100,1.4e+06,400,20,8000,2e+04,0.4,362.265398523197,TRUE,363.521933547273,863.451531151038,1.25653502407613
"531",0.3,0.01,1,2,14.1,100,1.4e+06,400,20,8000,2e+04,0.4,353.03057469022,TRUE,354.304069715601,831.547833682646,1.27349502538146
"532",0.1,0.01,1,2,15.3,100,1.4e+06,400,20,8000,2e+04,0.4,346.673176270242,TRUE,347.870558157426,779.018046803154,1.19738188718424
"533",0.2,0.01,1,2,13.3,100,1.4e+06,400,20,8000,2e+04,0.4,349.31200340087,TRUE,350.540584483757,823.555087843526,1.22858108288608
"534",0.3,0.01,2,2,15.4,100,1.4e+06,400,20,8000,2e+04,0.4,350.936331903483,TRUE,352.154418325827,853.699876227388,1.21808642234396
"535",0.1,0.01,2,2,14.8,100,1.4e+06,400,20,8000,2e+04,0.4,351.594861169826,TRUE,352.768940095547,846.31943981074,1.17407892572129
"536",0.2,0.01,1,2,14,100,1.4e+06,400,20,8000,2e+04,0.4,350.019006881,TRUE,351.227215267247,833.854421257697,1.20820838624769
"537",0.3,0.01,2,2,14.2,100,1.4e+06,400,20,8000,2e+04,0.4,380.157920530817,TRUE,381.480208384607,957.572216251953,1.32228785379016
"538",0.1,0.01,1,2,14.9,100,1.4e+06,400,20,8000,2e+04,0.4,348.070459689302,TRUE,349.228150399949,845.156071163284,1.1576907106467
"539",0.2,0.01,1,2,11.6,100,1.4e+06,400,20,8000,2e+04,0.4,335.170131249913,TRUE,336.312450127216,791.605233670616,1.14231887730205
"540",0.3,0.01,1,2,12.5,100,1.4e+06,400,20,8000,2e+04,0.4,337.638977205795,TRUE,338.775052468972,757.496128955116,1.13607526317674
